,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
4317,"Parkdale, Roncesvalles",43.6489597,-79.456325,Baseball Diamonds - High Park,43.64887028456114,-79.4662356376648,Baseball Field
4318,"Parkdale, Roncesvalles",43.6489597,-79.456325,Blue Sky Fruit Market,43.6561132943557,-79.45378945029964,Grocery Store
4319,"Parkdale, Roncesvalles",43.6489597,-79.456325,Sangria Lounge,43.64350012859472,-79.4479217961757,Wine Bar
4320,"Parkdale, Roncesvalles",43.6489597,-79.456325,Star Cafe,43.65622345108831,-79.45328555768825,Coffee Shop
4321,"Parkdale, Roncesvalles",43.6489597,-79.456325,Solarski Pharmacy,43.64369717370064,-79.44798195966851,Pharmacy
4322,"Parkdale, Roncesvalles",43.6489597,-79.456325,Roncesvales Fruit Village,43.643639,-79.447889,Food & Drink Shop
4323,"Parkdale, Roncesvalles",43.6489597,-79.456325,Olga Korper Gallery,43.65280958425027,-79.44644853913702,Art Gallery
4324,"Parkdale, Roncesvalles",43.6489597,-79.456325,La la Bistro,43.643569350242615,-79.44781959056854,Café
4325,"Runnymede, Swansea",43.6515706,-79.4844499,The One That Got Away,43.64984188412754,-79.48261453424496,Fish & Chips Shop
4326,"Runnymede, Swansea",43.6515706,-79.4844499,Wibke's Espresso Bar,43.64913158497341,-79.48480237071465,Coffee Shop
4327,"Runnymede, Swansea",43.6515706,-79.4844499,Campo,43.655191,-79.487067,Italian Restaurant
4328,"Runnymede, Swansea",43.6515706,-79.4844499,Fat Bastard Burrito,43.6497791550768,-79.48289414342419,Burrito Place
4329,"Runnymede, Swansea",43.6515706,-79.4844499,Coffee Tree Roastery,43.64964735112305,-79.48343639040918,Café
4330,"Runnymede, Swansea",43.6515706,-79.4844499,Baka Gallery Cafe,43.65103966439781,-79.47760530158712,Café
4331,"Runnymede, Swansea",43.6515706,-79.4844499,Bryden's Pub,43.64925890136825,-79.4846509607823,Pub
4332,"Runnymede, Swansea",43.6515706,-79.4844499,Asa Sushi,43.64990164450559,-79.4846109228881,Sushi Restaurant
4333,"Runnymede, Swansea",43.6515706,-79.4844499,Bread & Roses Bakery Cafe,43.651194318292276,-79.47665677628656,Bakery
4334,"Runnymede, Swansea",43.6515706,-79.4844499,Book City (Bloor West),43.65021080519715,-79.48122019699115,Bookstore
4335,"Runnymede, Swansea",43.6515706,-79.4844499,Shakey's Original Bar & Grill,43.6507708866875,-79.47758071386558,Gastropub
4336,"Runnymede, Swansea",43.6515706,-79.4844499,Queen's Pasta Café,43.65070658803776,-79.47797787214411,Italian Restaurant
4337,"Runnymede, Swansea",43.6515706,-79.4844499,New Balance,43.65095377580209,-79.4773976977124,Shoe Store
4338,"Runnymede, Swansea",43.6515706,-79.4844499,Yumi Sushi,43.64989127391365,-79.4824044490675,Sushi Restaurant
4339,"Runnymede, Swansea",43.6515706,-79.4844499,Falafel World,43.649800784968164,-79.48272777159343,Falafel Restaurant
4340,"Runnymede, Swansea",43.6515706,-79.4844499,Bloom Restaurant,43.65030692996379,-79.4798355748952,Latin American Restaurant
4341,"Runnymede, Swansea",43.6515706,-79.4844499,Max's Market,43.65052462233729,-79.47914453187883,Gourmet Shop
4342,"Runnymede, Swansea",43.6515706,-79.4844499,Amber European Restaurant,43.64994563414707,-79.48200902277628,French Restaurant
4343,"Runnymede, Swansea",43.6515706,-79.4844499,Simply Thai,43.65078180371,-79.47760089101641,Thai Restaurant
4344,"Runnymede, Swansea",43.6515706,-79.4844499,Starbucks,43.651395,-79.47599,Coffee Shop
4345,"Runnymede, Swansea",43.6515706,-79.4844499,Goodfellas Wood Oven Pizza,43.648224,-79.486356,Italian Restaurant
4346,"Runnymede, Swansea",43.6515706,-79.4844499,Yogurty's,43.651228146043934,-79.4755243018108,Frozen Yogurt Shop
4347,"Runnymede, Swansea",43.6515706,-79.4844499,COBS Bread,43.651347693482606,-79.4756394651729,Bakery
4348,"Runnymede, Swansea",43.6515706,-79.4844499,Étienne Brulé Park,43.65281386452948,-79.49217796325684,Park
4349,"Runnymede, Swansea",43.6515706,-79.4844499,Booster Juice,43.64980188,-79.4836826,Smoothie Shop
4350,"Runnymede, Swansea",43.6515706,-79.4844499,Zaza Espresso Bar & Gelato,43.65110626640462,-79.4777101044724,Café
4351,"Runnymede, Swansea",43.6515706,-79.4844499,Mad Mexican,43.658522787607566,-79.48823335648142,Taco Place
4352,"Runnymede, Swansea",43.6515706,-79.4844499,Queen Margherita,43.65822425389276,-79.48803424201802,Pizza Place
4353,"Runnymede, Swansea",43.6515706,-79.4844499,Old Mill Inn,43.65087891570332,-79.49333325136755,Event Space
4354,"Runnymede, Swansea",43.6515706,-79.4844499,Patisserie 27,43.65835465149958,-79.48813736310686,Bakery
4355,"Runnymede, Swansea",43.6515706,-79.4844499,Bloor & Kennedy Flower Shop,43.65142711461149,-79.47529492449927,Flower Shop
4356,"Runnymede, Swansea",43.6515706,-79.4844499,Old Mill Toronto,43.651011078509626,-79.49322209020357,American Restaurant
4357,"Runnymede, Swansea",43.6515706,-79.4844499,Hot Oven Bakery,43.651155311711776,-79.47656563536279,Bakery
4358,"Runnymede, Swansea",43.6515706,-79.4844499,Awai,43.65041203760419,-79.47847723960876,Vegetarian / Vegan Restaurant
4359,"Runnymede, Swansea",43.6515706,-79.4844499,Bukhara indian cuisine,43.65110529992475,-79.47710362509072,Indian Restaurant
4360,"Runnymede, Swansea",43.6515706,-79.4844499,Ali Baba's,43.65100956228928,-79.4771792559058,Falafel Restaurant
4361,"Runnymede, Swansea",43.6515706,-79.4844499,RBC Royal Bank,43.65014198969323,-79.48027377570449,Bank
4362,"Runnymede, Swansea",43.6515706,-79.4844499,Lit Cafe + Bar,43.651378942423236,-79.47538026986466,Coffee Shop
4363,"Runnymede, Swansea",43.6515706,-79.4844499,The Works Gourmet Burger Bistro,43.650735,-79.47744,Restaurant
4364,"Runnymede, Swansea",43.6515706,-79.4844499,Subway,43.6496442,-79.4840082,Sandwich Place
4365,"Runnymede, Swansea",43.6515706,-79.4844499,Humber Cinema,43.64911832002547,-79.48481789910943,Indie Movie Theater
4366,"Runnymede, Swansea",43.6515706,-79.4844499,Coffee Culture Cafe & Eatery,43.6583591813047,-79.48797103929881,Café
4367,"Runnymede, Swansea",43.6515706,-79.4844499,Java Joe's,43.650424,-79.479755,Café
4368,"Runnymede, Swansea",43.6515706,-79.4844499,Woody's Burgers Bar and Grill,43.657862,-79.487644,Burger Joint
4369,"Runnymede, Swansea",43.6515706,-79.4844499,Heart,43.650310315403544,-79.48012458547709,Dessert Shop
4370,"Runnymede, Swansea",43.6515706,-79.4844499,Tim Hortons,43.648525791237965,-79.48506608605385,Coffee Shop
4371,"Runnymede, Swansea",43.6515706,-79.4844499,LCBO,43.651707310433466,-79.47427796129955,Liquor Store
4372,"Runnymede, Swansea",43.6515706,-79.4844499,Bloor-Jane Restaurant,43.64951305181438,-79.48407033610728,Diner
4373,"Runnymede, Swansea",43.6515706,-79.4844499,Timothy's World Coffee,43.651525223699124,-79.47495742997707,Coffee Shop
4374,"Runnymede, Swansea",43.6515706,-79.4844499,Crème Fraîche Market Cafe,43.65939928714543,-79.4827752569972,Café
4375,"Runnymede, Swansea",43.6515706,-79.4844499,TD Canada Trust,43.651284593586276,-79.47659432888031,Bank
4376,"Runnymede, Swansea",43.6515706,-79.4844499,Souvlaki Hut,43.65154441668675,-79.47453931478424,Greek Restaurant
4377,"Runnymede, Swansea",43.6515706,-79.4844499,A Dark Horse,43.64953295859084,-79.4830557372747,Bar
4378,"Runnymede, Swansea",43.6515706,-79.4844499,Tim Hortons,43.65811047637139,-79.48817633158475,Coffee Shop
4379,"Runnymede, Swansea",43.6515706,-79.4844499,Pizza Pizza,43.650891010950225,-79.47713449187698,Pizza Place
4380,"Runnymede, Swansea",43.6515706,-79.4844499,Tim Hortons,43.65196934177635,-79.47351872923718,Coffee Shop
4381,"Runnymede, Swansea",43.6515706,-79.4844499,Swan & Firkin,43.651217856234474,-79.47580613516895,Pub
4382,"Runnymede, Swansea",43.6515706,-79.4844499,Second Cup,43.650136727534054,-79.48079476951547,Café
4383,"Runnymede, Swansea",43.6515706,-79.4844499,Pizza Pizza,43.64931132140717,-79.48455987958097,Pizza Place
4384,"Runnymede, Swansea",43.6515706,-79.4844499,My Place - a Canadian Pub,43.64845840072295,-79.48518749174133,Pub
4385,"Runnymede, Swansea",43.6515706,-79.4844499,Jane Subway Station,43.649944422830295,-79.48399494728346,Metro Station
4386,"Runnymede, Swansea",43.6515706,-79.4844499,Alex Ling Fountain,43.649429232904296,-79.48475360870361,Scenic Lookout
4387,"Runnymede, Swansea",43.6515706,-79.4844499,Classico,43.649194,-79.484699,Pizza Place
4388,"Runnymede, Swansea",43.6515706,-79.4844499,Shoppers Drug Mart,43.651105,-79.476428,Pharmacy
4389,"Runnymede, Swansea",43.6515706,-79.4844499,Supper Solved,43.64878101033567,-79.48523252831198,Restaurant
4390,"Runnymede, Swansea",43.6515706,-79.4844499,West End Mamas,43.6487032,-79.484919,Health Food Store
4391,"Runnymede, Swansea",43.6515706,-79.4844499,(The New) Moksha Yoga Bloor West,43.648658140097254,-79.48524158555848,Yoga Studio
4392,"Runnymede, Swansea",43.6515706,-79.4844499,Trixie,43.650398,-79.479931,Boutique
4393,"Runnymede, Swansea",43.6515706,-79.4844499,Think Fitness,43.64796649019104,-79.48646216806426,Gym
4394,"Runnymede, Swansea",43.6515706,-79.4844499,Swansea School of Dance,43.64807706026409,-79.47900494041677,Dance Studio
4395,"Runnymede, Swansea",43.6515706,-79.4844499,Retrofit Pilates,43.647948823562515,-79.47905374028939,Pilates Studio
4396,"Runnymede, Swansea",43.6515706,-79.4844499,The Humber River,43.64776269048655,-79.49024625771679,River
4397,"Runnymede, Swansea",43.6515706,-79.4844499,The Spa at The Old Mill,43.650823685687385,-79.49319046516692,Spa
4398,"Runnymede, Swansea",43.6515706,-79.4844499,King's Mill Park,43.64933168026134,-79.49282800688802,Park
4399,"Runnymede, Swansea",43.6515706,-79.4844499,Annette Village Farmer's Market,43.65922482942232,-79.48429883960095,Market
4400,"Runnymede, Swansea",43.6515706,-79.4844499,Old Mill Subway Station,43.64989189122272,-79.49532242819866,Metro Station
4401,"Runnymede, Swansea",43.6515706,-79.4844499,RGLR,43.65999,-79.480636,Coffee Shop
4402,"Runnymede, Swansea",43.6515706,-79.4844499,Humber Yacht Club,43.64443281647178,-79.49194026003595,Harbor / Marina
4403,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Queen's Park,43.66394609897775,-79.39217952520835,Park
4404,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Mercatto,43.660390911898546,-79.38766421192705,Italian Restaurant
4405,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Nando's,43.66172826,-79.38639146,Portuguese Restaurant
4406,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,NEO COFFEE BAR,43.66013,-79.38583,Coffee Shop
4407,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Bar Volo,43.66546184849369,-79.38569158315659,Beer Bar
4408,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Jimmy's Coffee,43.65842123574496,-79.38561319551111,Coffee Shop
4409,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,The Alley,43.66592244798498,-79.38556672752236,Bubble Tea Shop
4410,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,T-Swirl Crepe,43.663452,-79.384125,Creperie
4411,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,The Yoga Sanctuary,43.661499497597596,-79.38363613350754,Yoga Studio
4412,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Hailed Coffee,43.65883296982352,-79.38368351986598,Coffee Shop
4413,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Central YMCA,43.663083310067655,-79.38502493214878,Distribution Center
4414,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,DanceLifeX Centre,43.66695583448771,-79.3852972984314,Dance Studio
4415,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Como En Casa,43.66516,-79.384796,Mexican Restaurant
4416,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,College Park Area,43.659453,-79.383785,Park
4417,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Tim Hortons,43.658569999999976,-79.38512341104502,Coffee Shop
4418,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Banh Mi Boys,43.659292,-79.381949,Sandwich Place
4419,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Philosopher's Walk,43.666893747498605,-79.39559698104858,Park
4420,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Sansotei Ramen 三草亭,43.666734794517005,-79.3853530009483,Ramen Restaurant
4421,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Coach House Restaurant,43.66499059853204,-79.38481415727767,Diner
4422,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Somethin' 2 Talk About,43.65839479027968,-79.38533765920816,Middle Eastern Restaurant
4423,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Starbucks,43.662407,-79.385943,Coffee Shop
4424,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,401 Games,43.663623277853254,-79.3840374323983,Hobby Shop
4425,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Tokyo Sushi,43.665885330936845,-79.38697684868161,Sushi Restaurant
4426,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Cuppa Tea,43.661371,-79.381239,Tea Room
4427,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Vegetarian Haven,43.656016028357094,-79.3927577742003,Vegetarian / Vegan Restaurant
4428,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Koerner Hall,43.667983280307865,-79.3959619437764,Concert Hall
4429,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Burrito Bandidos,43.662962178169344,-79.38395554190546,Burrito Place
4430,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Royal Ontario Museum,43.668367065616046,-79.3948129405877,Museum
4431,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Indigo,43.66906505288213,-79.38905744719285,Bookstore
4432,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Loblaws,43.661876101184674,-79.37970103481895,Supermarket
4433,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Hart House Theatre,43.66357134217992,-79.3946163990837,Theater
4434,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,The Queen and Beaver Public House,43.65747228208784,-79.38352412327917,Gastropub
4435,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,FUEL+,43.66439936324463,-79.38042718414235,Juice Bar
4436,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Storm Crow Manor,43.66683985695023,-79.38159278029707,Theme Restaurant
4437,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Sushi Garden,43.66485840073255,-79.38494112880176,Sushi Restaurant
4438,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Buddies In Bad Times Theatre,43.663058539371825,-79.38344927771267,Nightclub
4439,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Maple Leaf Gardens,43.661893748737334,-79.37960504532634,Historic Site
4440,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,The Elm Tree Restaurant,43.65739749535259,-79.38376054171513,Modern European Restaurant
4441,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,North of Brooklyn Pizzeria,43.664383604568975,-79.38037571983865,Pizza Place
4442,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Tokyo Grill,43.665085238149395,-79.38470692554789,Japanese Restaurant
4443,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Wow! Sushi,43.668514,-79.386686,Sushi Restaurant
4444,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Tiffany & Co.,43.6691352,-79.3934841,Jewelry Store
4445,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,ROM Museum Store,43.66851433563614,-79.39487921364,Gift Shop
4446,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Openmat Mixed Martial Arts,43.666171607941095,-79.3847667237342,Martial Arts School
4447,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Toronto Hemp Company,43.668419429320515,-79.38584843598086,Smoke Shop
4448,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Kothur Indian Cuisine,43.66787229558206,-79.38565911153148,Indian Restaurant
4449,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Hair Of The Dog,43.66282779855822,-79.37966975971744,Gastropub
4450,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Royal Conservatory of Music,43.66822758218325,-79.39631143267306,Music School
4451,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Dollarama,43.66068,-79.38468,Discount Store
4452,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Glad Day Bookshop,43.66527119350875,-79.38078512672504,Bookstore
4453,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Aroma Espresso Bar,43.66796263749082,-79.38887274197582,Café
4454,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Riddle Room,43.665881092438454,-79.38493615023397,Escape Room
4455,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Kinka Izakaya Original,43.66059636632361,-79.37889120754515,Japanese Restaurant
4456,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Starbucks,43.66498,-79.38051,Coffee Shop
4457,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Fabarnak,43.66637677585409,-79.38096396850409,Restaurant
4458,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Eataly,43.66975356278464,-79.3887197971344,Gourmet Shop
4459,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Jimmy's Coffee,43.65582710322224,-79.39204216888555,Café
4460,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Barbara Hall Park,43.66687857011423,-79.38106777601625,Park
4461,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Ho's Team Barber Shop,43.66563031656884,-79.38135926650858,Salon / Barbershop
4462,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Wish,43.66875926600152,-79.38569365317709,Restaurant
4463,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,The Library Specialty Coffee,43.65441282740799,-79.39090161351724,Coffee Shop
4464,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Ethiopian House,43.6665987043968,-79.38566906742606,Ethiopian Restaurant
4465,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Bulk Barn,43.661339682592825,-79.38268765156145,Grocery Store
4466,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Smith,43.66692666745884,-79.38142135954267,Breakfast Spot
4467,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Art Gallery of Ontario,43.654002860337386,-79.39292172707437,Art Gallery
4468,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Isabel Bader Theatre,43.66732927030892,-79.39260350506324,College Theater
4469,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Paramount Fine Foods,43.67067671443592,-79.38986486034777,Middle Eastern Restaurant
4470,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Bloor-Yorkville,43.670214354942,-79.39104696860365,Shopping Mall
4471,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Silver Snail Comics,43.65703137958407,-79.38140310220501,Comic Shop
4472,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Japango,43.65526771691681,-79.38516506734886,Sushi Restaurant
4473,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Burberry,43.66914488355015,-79.39314134722139,Boutique
4474,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Bikram Yoga Yonge,43.66820532149228,-79.38578009605408,Yoga Studio
4475,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Kawa Sushi,43.66389438938988,-79.38021009464505,Japanese Restaurant
4476,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Fiorio Hair Design,43.670169709332704,-79.39140019059467,Cosmetics Shop
4477,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Chatime 日出茶太,43.65554164147378,-79.38468427043244,Bubble Tea Shop
4478,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Sorry Coffee Co.,43.66995375187845,-79.39182812626106,Coffee Shop
4479,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Pi Co.,43.670107,-79.389852,Pizza Place
4480,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Nespresso Boutique - Bar,43.66988316570838,-79.39335858121262,Coffee Shop
4481,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Wendy’s,43.662820073147046,-79.38337917323224,Fast Food Restaurant
4482,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Black Eagle,43.66408473971554,-79.38009823456886,Gay Bar
4483,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,COS,43.66951629225504,-79.39038980772062,Clothing Store
4484,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Hermes,43.669132231060935,-79.39268274923184,Clothing Store
4485,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Red Lobster,43.656328,-79.383621,Seafood Restaurant
4486,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Sabai Sabai,43.670647205466466,-79.38485656424602,Thai Restaurant
4487,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Canadian National Ballet School,43.663681,-79.377237,Dance Studio
4488,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Village of Yorkville Park,43.67018638224102,-79.39118020721938,Park
4489,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Karine's,43.653698928318526,-79.39074313568692,Breakfast Spot
4490,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Salad King,43.65760101432665,-79.38161963017174,Thai Restaurant
4491,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,NC Salon +,43.66940593538455,-79.38674752555433,Health & Beauty Service
4492,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,The Anndore House,43.66880060698211,-79.38541264736057,Hotel
4493,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,The Men's Room,43.664445596525944,-79.38006704821788,Men's Store
4494,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Cafe Plenty,43.65457125894357,-79.38944976536852,Café
4495,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,MUJI,43.656024,-79.383284,Miscellaneous Shop
4496,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Sansotei Ramen 三草亭,43.655157467561246,-79.38650067479335,Ramen Restaurant
4497,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,LCBO,43.669326329441404,-79.38791683806627,Liquor Store
4498,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Royal Ontario Museum - ROM Governors,43.66822609094647,-79.39380136609779,Office
4499,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Churchmouse & Firkin,43.66463217328346,-79.38040612389896,Pub
4500,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Blaze Pizza,43.656518,-79.380015,Pizza Place
4501,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Golden Diner,43.66234167901005,-79.37743376144903,Diner
4502,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,7 West Cafe,43.66866503275271,-79.38682953936424,Café
4503,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Hilton Garden Inn,43.63851877906645,-79.61872101399192,Hotel
4504,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Burrito Boyz,43.63674420157718,-79.62366410684427,Burrito Place
4505,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,House of Pepper,43.63193863465746,-79.61449412102773,Asian Restaurant
4506,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Chipotle Mexican Grill,43.63741170459357,-79.6222799235108,Mexican Restaurant
4507,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Quesada Mexican Grill,43.63691569975329,-79.62058021407259,Burrito Place
4508,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Bamiyan Kabob,43.63650968968862,-79.62355490093482,Middle Eastern Restaurant
4509,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Sunset Grill Dixie and Eglinton,43.637532856802224,-79.62224514895142,Breakfast Spot
4510,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Gospel Cafe & Restaurant,43.63650983333334,-79.623512,Caribbean Restaurant
4511,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Paramount Fine Foods,43.63187947005326,-79.62021923146304,Middle Eastern Restaurant
4512,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Masamune,43.640005477992766,-79.62695957553663,Japanese Restaurant
4513,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Gotham Central,43.63820396826326,-79.6253961022791,Hobby Shop
4514,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Residence Inn Mississauga-Airport Corporate Centre West,43.6418144,-79.6162432,Hotel
4515,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Mucho Burrito Fresh Mexican Grill,43.638516,-79.62549,Mexican Restaurant
4516,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Pita & Grill,43.633823956266674,-79.62316948658724,Falafel Restaurant
4517,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Staples Dixie,43.639194607948426,-79.62255746126175,Paper / Office Supplies Store
4518,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Nando's,43.63797906,-79.62262192,Portuguese Restaurant
4519,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,The Belfast Lounge,43.639589729567874,-79.62450949020115,Restaurant
4520,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Burger Factory,43.63703048985372,-79.62343368276034,Burger Joint
4521,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Yuk Yuk's Stand-Up Comedy,43.639537807452186,-79.62477464462536,Comedy Club
4522,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Shishalicious,43.63714760904172,-79.623332142377,Hookah Bar
4523,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Booster Juice,43.63724345,-79.62207613,Juice Bar
4524,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Royal Jasmine,43.63956983022968,-79.62490267354983,Asian Restaurant
4525,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Courtyard Mississauga-Airport Corporate Centre West,43.6414347,-79.6155997,Hotel
4526,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Barbq Tonight,43.64008,-79.62452,Indian Restaurant
4527,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,17 Steak House and Bar,43.64004362279171,-79.62474442980134,Steakhouse
4528,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,D Spot,43.640007,-79.6247,Dessert Shop
4529,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Subway,43.63687261402064,-79.62087851927868,Sandwich Place
4530,Canada Post Gateway Processing Centre,43.6369656,-79.61581899999999,Tim Hortons,43.6359863,-79.6168289,Coffee Shop
